timestamp	commit	tool	phase	elapsed_ms	rate_mib_s	bench_size	block_size	redundancy	iters	other_cli	par2_cli
2025-12-27T18:53:11Z	HEAD	par2cmdline	create	402	159.20	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T18:53:11Z	HEAD	par2cmdline	verify	150	426.67	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T18:53:12Z	HEAD	par2cmdline	repair	478	133.89	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:04:01Z	HEAD	par2cmdline	create	522	122.61	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:04:02Z	HEAD	par2cmdline	verify	157	407.64	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:04:02Z	HEAD	par2cmdline	repair	527	121.44	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:07:28Z	HEAD	par2cmdline	create	62	129.03	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:07:28Z	HEAD	par2cmdline	verify	34	235.29	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:07:28Z	HEAD	par2cmdline	repair	86	93.02	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:07:50Z	HEAD	par2-cli	create	21368	0.37	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:07:50Z	HEAD	par2-cli	verify	168	47.62	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T19:08:43Z	HEAD	par2-cli	recover	52762	0.15	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:19:52Z	HEAD	par2cmdline	create	56	142.86	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:19:52Z	HEAD	par2cmdline	verify	30	266.67	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:19:53Z	HEAD	par2cmdline	repair	75	106.67	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:19:55Z	HEAD	par2-cli	create	2026	3.95	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:19:55Z	HEAD	par2-cli	verify	69	115.94	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:20:05Z	HEAD	par2-cli	recover	10720	0.75	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:25:52Z	HEAD	par2cmdline	create	59	135.59	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:25:52Z	HEAD	par2cmdline	verify	30	266.67	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:25:52Z	HEAD	par2cmdline	repair	69	115.94	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:25:54Z	HEAD	par2-cli	create	1277	6.26	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:25:54Z	HEAD	par2-cli	verify	70	114.29	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:25:54Z	HEAD	par2-cli	recover	155	51.61	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:43:05Z	HEAD	par2cmdline	create	57	140.35	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:43:05Z	HEAD	par2cmdline	verify	30	266.67	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:43:05Z	HEAD	par2cmdline	repair	69	115.94	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:43:05Z	HEAD	par2-cli	create	192	41.67	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:43:05Z	HEAD	par2-cli	verify	69	115.94	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-27T20:43:05Z	HEAD	par2-cli	recover	158	50.63	8388608	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:24:41Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	create	52419	1.22	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:24:41Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	verify	914	70.02	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:24:43Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	repair	1752	36.53	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:26:00Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	create	1387	11.54	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:26:00Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	verify	114	140.35	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:26:00Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	repair	218	73.39	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:26:31Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2-cli	create	30503	0.52	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:26:31Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2-cli	verify	241	66.39	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T18:26:32Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2-cli	recover	758	21.11	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T19:00:03Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	create	1310	12.21	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T19:00:03Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	verify	100	160.00	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T19:00:03Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2cmdline	repair	170	94.12	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T19:00:26Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2-cli	create	23558	0.68	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T19:00:27Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2-cli	verify	229	69.87	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T19:00:27Z	09d7b4a7d68895cf63b43589b302817dbfde0ea3	par2-cli	recover	541	29.57	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:07:52Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2cmdline	create	20412	3.14	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:07:53Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2cmdline	verify	334	191.62	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:07:53Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2cmdline	repair	635	100.79	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:09:39Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2cmdline	create	1289	12.41	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:09:39Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2cmdline	verify	103	155.34	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:09:39Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2cmdline	repair	181	88.40	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:10:02Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2-cli	create	23482	0.68	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:10:03Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2-cli	verify	230	69.57	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:10:03Z	13a74f84411f3a0e44d2b409a03da103c347c5f7	par2-cli	recover	597	26.80	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:23:51Z	8e5126c016a4b55f6975c9f7c5f7e06daec56fc1	par2cmdline	create	1288	12.42	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:23:51Z	8e5126c016a4b55f6975c9f7c5f7e06daec56fc1	par2cmdline	verify	98	163.27	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:23:51Z	8e5126c016a4b55f6975c9f7c5f7e06daec56fc1	par2cmdline	repair	166	96.39	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:24:14Z	8e5126c016a4b55f6975c9f7c5f7e06daec56fc1	par2-cli	create	23241	0.69	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:24:14Z	8e5126c016a4b55f6975c9f7c5f7e06daec56fc1	par2-cli	verify	244	65.57	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:24:15Z	8e5126c016a4b55f6975c9f7c5f7e06daec56fc1	par2-cli	recover	543	29.47	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:25:59Z	03354644a0bd1c8abb4d966a843a231e6c780858	par2cmdline	create	1285	12.45	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:25:59Z	03354644a0bd1c8abb4d966a843a231e6c780858	par2cmdline	verify	97	164.95	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:25:59Z	03354644a0bd1c8abb4d966a843a231e6c780858	par2cmdline	repair	170	94.12	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:26:01Z	03354644a0bd1c8abb4d966a843a231e6c780858	par2-cli	create	1187	13.48	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:26:01Z	03354644a0bd1c8abb4d966a843a231e6c780858	par2-cli	verify	166	96.39	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:26:01Z	03354644a0bd1c8abb4d966a843a231e6c780858	par2-cli	recover	342	46.78	16777216	4096	10	1	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:05Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	1293	12.37	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:05Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	97	164.95	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:06Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	168	95.24	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
